자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
역전자동차병원,3,충청북도 증평군 증평읍 역전로 80,충청북도 증평군 증평읍 신동리 412,36.77979029,127.5825552,2021-08-18,145.04,1,,,,,,,충청북도 증평군청,043-835-3846,2024-12-19,5570000,충청북도 증평군
한국타이어TBX증평점,3,충청북도 증평군 도안면 충청대로 2177,충청북도 증평군 도안면 화성리 295,36.80534342,127.6139233,2022-06-03,174,1,,,,,,,충청북도 증평군청,043-835-3846,2024-12-19,5570000,충청북도 증평군
㈜신덕계공업사,1,경기도 양주시 평화로 1515-13,,37.82527118,127.0503496,1987-07-25,2886,1,,,,09:00,18:00,031-863-3458,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
(주)광적공업사,1,경기도 양주시 광적면 광적로 314,,37.84215397,126.966844,1994-10-28,4150,1,,,,09:00,18:00,031-855-3500,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
(주)광진자동차종합정비센타,1,경기도 양주시 광적면 광적로 444,,37.85274009,126.9607398,1994-12-12,6059,1,,,,09:00,18:00,031-871-8491,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
(주)양주자동차정비공업사,1,경기도 양주시 평화로 1617(회정동),,37.83364152,127.0533951,1995-01-24,3492,1,,,,09:00,18:00,031-858-6065,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
대성공업㈜,1,경기도 양주시 백석읍 부흥로1204번길 33,,37.79112434,127.0102315,1995-05-22,1784,1,,,,09:00,18:00,031-879-4036,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
흥명자동차공업사,1,경기도 양주시 광적면 부흥로 931,,37.81075111,126.9932681,1995-12-03,1000,1,,,,09:00,18:00,031-836-1102,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
(주)일광자동차서비스,1,경기도 양주시 장흥면 호국로123번길 12,경기도 양주시 장흥면 일영리 331-3,37.71501868,126.9355663,1999-01-30,1030,1,,,,09:00,18:00,031-855-0803,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
한국지엠북부서비스센터㈜,1,경기도 양주시 청담로 171,경기도 양주시 고암동 457-1,37.81580746,127.0714035,1999-09-03,2594,1,,,,09:00,18:00,031-863-0020,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
화성특장공업,1,경기도 양주시 화합로1325번길 257,"경기도 양주시 덕정동 59, 외 4",37.85260109,127.067603,2003-02-05,3747,1,,,,09:00,18:00,031-859-4311,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
㈜우리자동차 본점,1,경기도 양주시 어하고개로 150-30(삼숭동),,37.8122192,127.1116563,2004-01-14,290,1,,,,09:00,18:00,031-821-2512,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
현대그린카독크㈜,1,경기도 양주시 백석읍 부흥로1204번길 35,"경기도 양주시 백석읍 방성리 553-4,-8",37.79091537,127.0095988,2006-03-08,806,1,,,,09:00,18:00,031-836-9925,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
(주)용암자동차공업사,1,경기도 양주시 은현면 화합로1094번길 71,,37.84846701,127.0360038,2006-03-09,877,1,,,,09:00,18:00,031-859-2767,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
㈜엔비모터스파크,1,경기도 양주시 백석읍 중앙로 306,,37.79933633,126.9804931,2007-07-10,2969,1,,,,09:00,18:00,031-855-9123,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
(주)경기북부자동차공업사,1,경기도 양주시 평화로 1745(회정동),,37.84499323,127.054085,2008-07-14,1356,1,,,,09:00,18:00,031-859-0472,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
정우자동차공업사,1,경기도 양주시 백석읍 양주산성로 838-14,,37.79319303,126.9694006,2008-10-09,823,1,,,,09:00,18:00,031-879-9595,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
㈜지엔지트럭센타,1,경기도 양주시 광적면 삼일로 189,,37.83501161,126.9875904,2009-02-10,5699,1,,,,09:00,18:00,031-855-4373,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
동일자동차공업㈜,1,경기도 양주시 화합로1325번길 123-18(덕정동),,37.8531523,127.0613449,2009-04-30,1835,1,,,,09:00,18:00,031-859-4300,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
경기자동차공업사,1,경기도 양주시 부흥로 1801(광사동),,37.78593656,127.0691815,2010-08-23,1352,1,,,,09:00,18:00,031-847-0005,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
㈜대한자동차,1,경기도 양주시 평화로 1844(회정동),,37.85384749,127.0547369,2011-11-14,772,1,,,,09:00,18:00,000-000-0000,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
1급강남자동차공업사,1,경기도 양주시 광적면 광적로 167,,37.83296302,126.9768719,2013-01-25,1784,1,,,,09:00,18:00,031-837-8664,경기도 양주시 차량관리과,031-8082-6611,2024-12-04,5590000,경기도 양주시
동아자동차공업사,1,강원특별자치도 원주시 호저면 신무로 9(만종리 628-2),강원특별자치도 원주시 호저면 만종리 628-2,37.35687237,127.9006973,2005-08-18,1000,1,,,,09:00,18:00,033-735-9864,강원특별자치도 원주시청,033-737-3522,2024-11-30,4191000,강원특별자치도 원주시
서천서비스 기아오토큐,01,충청남도 서천군 서천읍 서문로 10,충청남도 서천군 서천읍 군사리 167-7,36.0751128331,126.6999204123,2003-11-03,3243,01,,,,09:00,18:00,041-951-3870,충청남도 서천군청,041-950-4367,2025-01-15,4580000,충청남도 서천군
국제자동차공업사,01,충청남도 서천군 서천읍 서문로 89,충청남도 서천군 서천읍 화금리 659-1,36.0827244328,126.7017624838,2015-06-03,3156,01,,,,09:00,18:00,041-953-1565,충청남도 서천군청,041-950-4367,2025-01-15,4580000,충청남도 서천군
동진자동차공업사,01,충청남도 서천군 마서면 장서로 278,충청남도 서천군 마서면 송내리 498-14,36.0276751730,126.7103183679,2015-06-23,11891,01,,,,09:00,18:00,041-956-0472,충청남도 서천군청,041-950-4367,2025-01-15,4580000,충청남도 서천군
서천현대모터스,01,충청남도 서천군 종천면 충서로 274-30,충청남도 서천군 종천면 당정리 63-24,36.0994735620,126.6577651994,2017-11-07,4390,01,,,,09:00,18:00,041-953-8222,충청남도 서천군청,041-950-4367,2025-01-15,4580000,충청남도 서천군
청도대성자동차정비공장,1,경상북도 청도군 청도읍 모강길 5,경상북도 청도군 청도읍 원정리 1258-169,35.64947729,128.7515477,1995-12-22,365.06,1,,,,08:30,17:30,054-373-8572,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
현대카크리닝,3,경상북도 청도군 청도읍 청화로 256,경상북도 청도군 청도읍 고수리 877-18,35.6366968,128.7489371,1997-08-04,807,1,,,,08:30,19:30,054-371-3774,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
청도현대서비스,1,경상북도 청도군 화양읍 청려로 1798,경상북도 청도군 화양읍 동천리 136-5,35.65098812,128.7154347,1997-10-15,2373,1,,,,09:00,18:00,054-373-8401,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
칠성밧데리,3,경상북도 청도군 각남면 각남로 323,경상북도 청도군 각남면 칠성리 341-2,35.65264642,128.6830038,1998-02-16,117.7,1,,,,09:00,18:00,054-371-3947,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
조이카크리닉,3,경상북도 청도군 화양읍 화양로 94,경상북도 청도군 화양읍 동천리 143-6,35.65123153,128.7129466,1998-12-22,396.3,1,,,,08:30,19:00,054-371-0485,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
진영밧데리,3,경상북도 청도군 금천면 청려로 4188,경상북도 청도군 금천면 동곡리 648-5,35.69433343,128.8879173,1999-04-12,143.2,1,,,,07:00,19:00,054-372-3825,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
풍각카센타,3,경상북도 청도군 풍각면 헐티로 167,경상북도 청도군 풍각면 송서리 195-2,35.64117563,128.6227192,1999-05-27,106.4,1,,,,08:00,19:00,054-372-7896,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
동서카서비스,3,경상북도 청도군 화양읍 범곡길 1,경상북도 청도군 화양읍 범곡리 414-3,35.64924138,128.7275263,1999-07-30,179.5,1,,,,09:00,18:00,054-371-2900,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
청도카서비스,3,경상북도 청도군 청도읍 한내길 174,경상북도 청도군 청도읍 고수리 752-4,35.64516966,128.7475316,1999-10-02,274,1,,,,09:00,18:00,054-371-1511,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
기아카클리닉 청도점,3,경상북도 청도군 청도읍 청화로 275,경상북도 청도군 청도읍 고수리 1034-44,35.63553805,128.7504976,2000-03-23,496,1,,,,09:00,19:00,054-373-8226,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
화양자동차정비공장,1,경상북도 청도군 화양읍 청려로 1832-5,경상북도 청도군 화양읍 동천리 479-6,35.6509215,128.7188741,2000-10-20,1379,1,,,,09:00,18:00,054-371-0341,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
애니카랜드 청도점,3,경상북도 청도군 화양읍 청화로 40,경상북도 청도군 화양읍 범곡리 534-4,35.64854601,128.7317379,2001-01-17,390.5,1,,,,09:00,18:00,054-371-5702,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
위드카센타,3,경상북도 청도군 청도읍 새마을로 1284,경상북도 청도군 청도읍 원정리 540-7,35.64593107,128.7513936,2001-06-01,176,1,,,,09:00,19:00,054-371-5533,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
한솔카클리닉,3,경상북도 청도군 청도읍 청화로 237,경상북도 청도군 청도읍 고수리 865-1,35.63839924,128.7484114,2001-09-01,715,1,,,,08:00,19:00,054-373-3506,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
평화카센타,3,경상북도 청도군 청도읍 한내길 196,경상북도 청도군 청도읍 고수리 833,35.64291023,128.7480071,2001-09-06,33,1,,,,09:00,18:00,054-373-0556,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
한빛카서비스,3,경상북도 청도군 청도읍 청화로 261,경상북도 청도군 청도읍 고수리 1034-46,35.63658089,128.7498077,2002-09-10,476,1,,,,09:00,18:00,054-371-4900,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
에덴종합정비,1,경상북도 청도군 화양읍 청려로 1810,경상북도 청도군 화양읍 동천리 370,35.65118511,128.7162763,2002-12-26,2818,1,,,,09:00,18:00,054-372-8581,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
동곡카클리닉,3,경상북도 청도군 금천면 청려로 4393,경상북도 청도군 금천면 동곡리 810,35.6930452,128.8951799,2003-05-07,500,1,,,,08:30,19:00,054-373-0804,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
청도농협자동차부분정비,3,경상북도 청도군 청도읍 청도시장3길 2-10,경상북도 청도군 청도읍 고수리 751-2,35.64480354,128.7473684,2004-03-15,823,1,,,,09:00,18:00,054-373-3715,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
세븐카클리닉,3,경상북도 청도군 청도읍 새마을로 1312,경상북도 청도군 청도읍 원정리 556-1,35.64858149,128.7515578,2004-06-07,962,1,,,,09:00,19:00,054-372-4009,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
대덕카센타,3,경상북도 청도군 청도읍 새마을로 1281,경상북도 청도군 청도읍 원정리 470-11,35.64588087,128.750675,2006-06-19,341,1,,,,08:00,19:00,054-372-1880,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
성진카부분정비,3,경상북도 청도군 풍각면 송서로 117,경상북도 청도군 풍각면 송서리 466-4,35.63927186,128.6240462,2007-07-11,502,1,,,,09:00,18:00,054-373-8172,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
윤해카정비센타,3,경상북도 청도군 풍각면 송서로 97,경상북도 청도군 풍각면 송서리 453-211,35.63943498,128.6216583,2010-03-08,366,1,,,,09:00,18:00,054-373-9878,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
남산카크리닉,3,경상북도 청도군 각북면 남산2길 2,경상북도 청도군 각북면 남산리 607-1,35.69264428,128.5838485,2010-04-26,200,1,,,,09:00,18:00,054-372-7353,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
경희모터스,3,경상북도 청도군 이서면 양원1길 14-7,경상북도 청도군 이서면 양원리 423-8,35.68507005,128.6869584,2010-09-20,587,1,,,,08:30,19:00,054-371-4294,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
도정특장,1,경상북도 청도군 화양읍 연지로 178,경상북도 청도군 화양읍 유등리 1718-4,35.67259532,128.6965405,2011-01-06,1739,1,,,,09:00,18:00,054-371-6774,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
이서종합카센타,3,경상북도 청도군 이서면 학산1길 10,경상북도 청도군 이서면 서원리 321-18,35.66195589,128.6711175,2011-05-09,563,1,,,,09:00,18:00,054-372-4905,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
각북카센타,3,경상북도 청도군 각북면 헐티로 800,경상북도 청도군 각북면 남산리 114,35.68727939,128.5901603,2011-05-09,400,1,,,,08:30,18:00,054-373-6119,경상북도 청도군청,054-370-6252,2025-01-31,5190000,경상북도 청도군
베테랑자동차정비 타이어 멀티샵,3,부산광역시 수영구 연수로 328-4(망미동),부산광역시 수영구 망미동 792-7,35.171756,129.106194,2017-08-02,172.45,1,,,,,,,부산광역시 수영구,051-610-4542,2024-12-24,3380000,부산광역시 수영구
하오르모터스,3,부산광역시 수영구 광일로 8-5(광안동),부산광역시 수영구 광안동 493-6,35.162393,129.113066,2017-11-10,259.1,1,,,,,,,부산광역시 수영구,051-610-4542,2024-12-24,3380000,부산광역시 수영구
더원모터스,3,부산광역시 수영구 연수로 304-4(망미동),"부산광역시 수영구 망미동 803-4, 21",35.1725011178,129.103737,2021-05-26,224.73,1,,,,,,,부산광역시 수영구,051-610-4542,2024-12-24,3380000,부산광역시 수영구
"하오르모터스 엔진, 밋션",3,부산광역시 수영구 감포로 32(민락동),부산광역시 수영구 민락동 149-9,35.161347,129.120175,2023-01-27,321.31,1,,,,,,,부산광역시 수영구,051-610-4542,2024-12-24,3380000,부산광역시 수영구
붕붕카모터스,03,부산광역시 동래구 금강로74번길 2,부산광역시 동래구 온천동 442-1,35.21554100,129.07773900,1997-03-17,90,01,,,,,,051-557-5588,부산광역시 동래구청,051-550-4541,2025-01-14,3300000,부산광역시 동래구
온천점 현대자동차,03,부산광역시 동래구 중앙대로1307번길 6,부산광역시 동래구 온천동 1440-13,35.20393100,129.07753700,1997-07-23,295,01,,,,,,051-505-1123,부산광역시 동래구청,051-550-4541,2025-01-14,3300000,부산광역시 동래구
서원자동차정비공업사,03,부산광역시 동래구 충렬대로457번길 58,부산광역시 동래구 안락동 464-10,35.19808300,129.10926400,1998-01-26,84,01,,,,,,051-523-0178,부산광역시 동래구청,051-550-4541,2025-01-14,3300000,부산광역시 동래구
르노삼성자동차㈜  동래사업소,01,부산광역시 동래구 명륜로 51,부산광역시 동래구 수안동 9-18,35.19895900,129.08401900,1998-02-18,12968,01,,,,,,051-550-6803,부산광역시 동래구청,051-550-4541,2025-01-14,3300000,부산광역시 동래구
백프로모터스(BAEK pro MOTORS),03,부산광역시 동래구 수안로 9,부산광역시 동래구 수안동 34-38,35.19499043,129.08726510,1998-03-11,114,01,,,,,,051-556-2838,부산광역시 동래구청,051-550-4541,2025-01-14,3300000,부산광역시 동래구
