차종,연비,이미지
2013 쉐보레 스파크,11.5~16.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_57%2Fauto_1496048271712G48u8_PNG%2F19084_2013_.png
2014 쉐보레 스파크,11.5~16.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_163%2Fauto_1496048853889AfgBV_PNG%2F31310_2014_.png
2010 클릭,13~20.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_16%2Fauto_1496110771218eoShD_PNG%2F10147_2010_.png
2016 타타 제스트,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171228_67%2Fauto_1514424989727t3wxp_PNG%2F20171228103614_e1ec0mgr.png
2009 모닝,13.4~16.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_111%2Fauto_1496110350411BOLsP_PNG%2F10762_2009_.png
2014 모닝,14.9~17km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200512_94%2Fauto_1589254669566TCGuN_PNG%2F20200512123748_kYpZij1U.png
2007 젠트라,13.3~15.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_109%2Fauto_1497939364040SOwgC_PNG%2F11777_2007_.png
2003 아반떼,11.9~15.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200210_154%2Fauto_1581304320219f8pmH_PNG%2F20200210121158_eMaTN2T8.png
2001 프레지오,15.8~16.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_92%2Fauto_1497940013932jTOHs_PNG%2F13423_2001_.png
2020 닛산 마그나이트,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_221%2Fauto_1603332900888XWfmb_PNG%2F20201022111451_4SHFywaz.png
2012 다마스,9.6~9.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_103%2Fauto_1496048069240nPprX_PNG%2F15256_2012_.png
2016 스바루 플레오,24.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_202%2Fauto_1495544250014eA7kz_PNG%2F63229_2016__.png
2016 다이하쓰 미라,21.6~24.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170712_217%2Fauto_1499848994000BmXaM_PNG%2F20170712174259_bTfHKhWn.png
2001 레간자,7.5~13.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_47%2Fauto_1497939734454WUYPv_PNG%2F13495_2001_.png
2013 타타 인디고 e-CS,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171218_292%2Fauto_1513561109199fJEvJ_PNG%2F20171218103802_jjwm51CY.png
2002 SM3,13.8~15.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_32%2Fauto_1497939738122CNDxL_PNG%2F13277_2002_SM3.png
2005 쎄라토,12.1~14.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_19%2Fauto_1497939877303BzGBJ_PNG%2F12944_2005__.png
2013 토요타 픽시스 에포크,33.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_257%2Fauto_14960487130291m0Lv_PNG%2F31442_2013___.png
2003 쎄라토,12.1~18.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_224%2Fauto_14979397595688pFfY_PNG%2F13185_2003_.png
2005 아반떼,10.7~18.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_42%2Fauto_14979398907774p3FJ_PNG%2F12932_2005_XD_.png
2013 다마스,9.6~9.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200512_235%2Fauto_1589266469736YA8kS_PNG%2F20200512155427_mzgUKjyh.png
2018 아브토바즈 라다 그란타,6.8ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191021_248%2Fauto_1571644612442fHi7T_PNG%2F20191021165636_sfRAxc0E.png
1991 쏘나타,11.8~12.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191227_236%2Fauto_1577427239861dW59l_PNG%2F20191227151337_Je8aTuvi.png
2009 젠트라X,13.9~17.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_194%2Fauto_1496110295566GvxCO_PNG%2F10557_2009_X.png
2015 모닝,12.4~16.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200512_71%2Fauto_1589254661480AV8f9_PNG%2F20200512123739_UuVA30WF.png
2016 모닝,12.4~16.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180514_20%2Fauto_1526278058925yFWbr_PNG%2F20180514150715_QIAzpguR.png
1997 누비라,11.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_10%2Fauto_1497940144990rWOPW_PNG%2F17163_1997_.png
2020 타타 알트로즈,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200103_199%2Fauto_15780244749616zuMC_PNG%2F20200103130650_NzZ02vuF.png
2022 타타 펀치,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211019_240%2Fauto_1634603299048kzXwn_PNG%2F20211019092805_9PBcqeOb.png
2009 클릭,13~20.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_277%2Fauto_1496110343239s6BHj_PNG%2F10527_2009_.png
2017 타타 티고르,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191018_26%2Fauto_1571379961142cws2h_PNG%2F20191018152544_kQ2qKMaG.png
2006 아반떼,10.7~18.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_205%2Fauto_1497939454053TujKI_PNG%2F12468_2006_XD_.png
1994 에스페로,12.8~14.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_125%2Fauto_1497940119831ehKpt_PNG%2F13681_1994_.png
2005 라비타,13.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_140%2Fauto_14979400640869v63w_PNG%2F13047_2005_.png
2016 마쯔다 스크럼 밴,17.4~20.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_235%2Fauto_1495544128605NDPgF_PNG%2F64343_2016___.png
2020 i20,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200219_198%2Fauto_1582076182111mn12p_PNG%2F20200219103558_uZ4hFWmo.png
2006 라세티,11.7~14.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_150%2Fauto_1497939815424vLsyf_PNG%2F12804_2006_.png
2002 스펙트라윙,11.7~16km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_16%2Fauto_1497939777531NRC99_PNG%2F13367_2002_.png
2017 모닝,11.8~16km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_233%2Fauto_1495542684920xzxUy_PNG%2F67657_2017-.png
2015 쉐보레 스파크,15.3~16.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_273%2Fauto_1495799772884YgRcs_PNG%2F56401_2015_.png
2013 마힌드라 베리토 바이브,20.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171218_209%2Fauto_15135644444205o1Gh_PNG%2F20171218113031_Y7wryAyg.png
2003 프레지오,9.7~16.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_286%2Fauto_1497940038461dwLf7_PNG%2F13128_2003_.png
2021 스즈키 셀레리오,26.6ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211112_59%2Fauto_1636689655976A226N_PNG%2F20211112130040_Kwessb1C.png
2003 스펙트라윙,13.6~16km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_195%2Fauto_1497939970306KO0XE_PNG%2F13194_2003_.png
2009 젠트라,13.9~17.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_218%2Fauto_1496110274008O2Wo8_PNG%2F10561_2009_.png
1990 에스페로,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_52%2Fauto_14979400344119b6D8_PNG%2F16688_1990_.png
2020 타타 티고르,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200414_174%2Fauto_1586849101715tGjc3_PNG%2F20200414162451_X30IJ1OT.png
1991 프린스,11~13.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_54%2Fauto_1497938878211b5918_PNG%2F13623_1997_.png
2015 다마스,9~9.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200512_264%2Fauto_1589266512428MaVbS_PNG%2F20200512155509_cpn0advS.png
2019 모닝,11.8~16km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190102_100%2Fauto_1546416996828vFNqt_PNG%2F20190102171540_cRDI7VnM.png
2020 아우라,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200227_114%2Fauto_1582783413104QzJGL_PNG%2F20200227150321_BrQgZT6j.png
2006 라비타,11.4~13.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_121%2Fauto_1497939802571erMji_PNG%2F12807_2006_.png
2019 쉐보레 스파크,15km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200608_255%2Fauto_1591579851759w3xaU_PNG%2F20200608103045_8jTjBJsI.png
2021 쉐보레 스파크,14.4~15km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200608_146%2Fauto_1591580988154R67wO_PNG%2F20200608104935_SGjVQCsH.png
2022 쉐보레 스파크,14.4~15km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210730_48%2Fauto_16276141785543E5Sz_PNG%2F20210730120243_imLcTkGD.png
2013 타타 스모 골드,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171218_158%2Fauto_1513562828320Jkdc6_PNG%2F20171218110655_TWrWvoTQ.png
2020 시트로엥 에이미,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200228_133%2Fauto_1582865615301GpjX0_PNG%2F20200228135325_mKwX6WNB.png
2016 타타 넥슨,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171228_262%2Fauto_1514436977629k8DDp_PNG%2F20171228135600_ciHigi3V.png
2007 포터2,9.5~10.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_13%2Fauto_1497939453366lpl35_PNG%2F11633_2007_2.png
2017 다마스,9~9.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200512_158%2Fauto_1589266523998paKJ6_PNG%2F20200512155520_6h72zsvR.png
2018 다마스,8.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200512_71%2Fauto_1589266550359J5A9w_PNG%2F20200512155548_SKEvfKR6.png
2019 다마스,8.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200512_199%2Fauto_1589266565308megYq_PNG%2F20200512155557_glfEHONg.png
2020 다마스,8.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200512_223%2Fauto_1589266575198gJMrJ_PNG%2F20200512155613_ofQ825RX.png
2021 다마스,8.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201020_217%2Fauto_1603181006378eXueb_PNG%2F20201020170315_DCNS2oXc.png
2010 베르나,15.1~22km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_78%2Fauto_1496110300839VTAe8_PNG%2F10735_2009__.png
2017 쉐보레 스파크,14.3~15.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_27%2Fauto_1495542499304kRVVe_PNG%2F64097_2017___.png
2018 쉐보레 스파크,14.3~15.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170717_251%2Fauto_1500272749379tjDmS_PNG%2F20170717152543_B9O24idT.png
1997 이스타나,9.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191212_162%2Fauto_15761338246578dPAw_PNG%2F20191212155702_NWFn5yEU.png
2013 마힌드라 콴토,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_83%2Fauto_1496048589885rcYFo_PNG%2F33337_2013__.png
2023 그랜드 i10,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230111_250%2Fauto_16734012663818uCcj_PNG%2F20230111104049_Tu73bmZJ.png
2016 스바루 삼바 밴,15.4~16.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_268%2Fauto_1495544262712Mtfy6_PNG%2F63947_2016___.png
2008 프라이드 세단,13~20.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201110_190%2Fauto_1604996090053Sj7Vn_PNG%2F20201110171447_0cB56uRS.png
2023 혼다 N-밴 e,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231011_95%2Fauto_1697002689692Nb1x8_PNG%2F20231011143751_un5YfvII.png
2016 쉐보레 스파크,14.3~15.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_1%2Fauto_14955446168010IKl7_PNG%2F59037_2016___.png
2008 프라이드,13~20.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201110_195%2Fauto_1604997137709nmpgp_PNG%2F20201110173215_v8Iv5zcJ.png
1998 티뷰론,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_226%2Fauto_1497939011268RSr74_PNG%2F13613_1998_.png
2008 라세티,12.3~18.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_157%2Fauto_1497939457437smGR3_PNG%2F11488_2008__.png
2005 라세티 해치백,11.7~14.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171218_128%2Fauto_1513580408851hJIlr_PNG%2F20171218155921_avb9RODa.png
2013 토요타 파쏘,21.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_82%2Fauto_1496048614256UQgCm_PNG%2F31397_2013__.png
2016 타타 인디고 e-CS,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171228_116%2Fauto_1514433071820UNQHF_PNG%2F20171228124416_Z1cq4uNU.png
2003 아반떼 해치백,11.9~15.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_92%2Fauto_1497940144631lXBDA_PNG%2F13179_2003_XD_.png
2005 SM3,12.6~14.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_112%2Fauto_1497939963006JTfhJ_PNG%2F12840_2005_SM3.png
2007 SM3,12.6~14.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_297%2Fauto_1497939435860VDrue_PNG%2F11525_2007_SM3.png
2000 크레도스,11~12.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_87%2Fauto_1497940137021s2sQ0_PNG%2F13564_2000_2.png
1997 크레도스,12.5~12.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_229%2Fauto_1497940031564Qf8iq_PNG%2F13633_1997_.png
2013 마힌드라 볼레로,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_42%2Fauto_1496048703638pnASx_PNG%2F33307_2013__.png
1996 쏘나타,10.3~13.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200420_49%2Fauto_1587362904976BKsVv_PNG%2F20200420150823_OcmtjqxK.png
